Term,P-value,Adjusted P-value,Combined Score,Genes
Positive Regulation Of DNA Biosynthetic Process (GO:2000573),0.701725483,0.972594758,0.290865962,GRHL2;MAP3K4
Regulation Of Cell-Matrix Adhesion (GO:0001952),0.701725483,0.972594758,0.290865962,LIMCH1;NF1
Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0042269),0.703011686,0.972594758,0.294123189,CD226
Regulation Of Transmembrane Transport (GO:0034762),0.703011686,0.972594758,0.294123189,KCNJ6
Chromosome Condensation (GO:0030261),0.703011686,0.972594758,0.294123189,TTN
Female Gamete Generation (GO:0007292),0.703011686,0.972594758,0.294123189,USP9X
Transition Metal Ion Transport (GO:0000041),0.703011686,0.972594758,0.294123189,SLC30A1
Very Long-Chain Fatty Acid Metabolic Process (GO:0000038),0.703011686,0.972594758,0.294123189,HACD4
Histone Lysine Methylation (GO:0034968),0.703011686,0.972594758,0.294123189,BOD1L1
Intracellular pH Reduction (GO:0051452),0.703011686,0.972594758,0.294123189,TPCN2
Mesenchymal Cell Migration (GO:0090497),0.703011686,0.972594758,0.294123189,NELL1
miRNA Processing (GO:0035196),0.703011686,0.972594758,0.294123189,ZC3H7A
Neural Tube Closure (GO:0001843),0.703011686,0.972594758,0.294123189,GRHL2
Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212),0.703011686,0.972594758,0.294123189,MAP3K4
Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),0.703011686,0.972594758,0.294123189,MYH3
Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),0.703011686,0.972594758,0.294123189,DMD
Response To Reactive Oxygen Species (GO:0000302),0.709684037,0.976654961,0.277190731,UCP1;HMOX1
Peptidyl-Threonine Modification (GO:0018210),0.709684037,0.976654961,0.277190731,GALNT3;PRKCA
Regulation Of Lamellipodium Assembly (GO:0010591),0.714077305,0.976654961,0.272289374,AVIL
Regulation Of Potassium Ion Transmembrane Transport (GO:1901379),0.714077305,0.976654961,0.272289374,KCNIP3
Ubiquitin-Dependent Protein Catabolic Process Via The Multivesicular Body Sorting Pathway (GO:0043162),0.714077305,0.976654961,0.272289374,UBAP1L
Vasculogenesis (GO:0001570),0.714077305,0.976654961,0.272289374,NELL1
Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010),0.714077305,0.976654961,0.272289374,RYR2
Monoubiquitinated Protein Deubiquitination (GO:0035520),0.714077305,0.976654961,0.272289374,USP9X
Negative Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043537),0.714077305,0.976654961,0.272289374,MMRN2
Negative Regulation Of Endocytosis (GO:0045806),0.714077305,0.976654961,0.272289374,MCTP1
Positive Regulation Of Notch Signaling Pathway (GO:0045747),0.714077305,0.976654961,0.272289374,NOD2
Positive Regulation Of Interleukin-12 Production (GO:0032735),0.714077305,0.976654961,0.272289374,TLR4
Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),0.714077305,0.976654961,0.272289374,CAPN3
Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),0.714077305,0.976654961,0.272289374,ZBTB20
Protein K63-linked Deubiquitination (GO:0070536),0.714077305,0.976654961,0.272289374,USP9X
Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),0.714077305,0.976654961,0.272289374,TLR4
Regulation Of Amyloid-Beta Formation (GO:1902003),0.714077305,0.976654961,0.272289374,CHRNA7
Positive Regulation Of Cell Motility (GO:2000147),0.71916358,0.977286784,0.27861473,TCAF2;PAK1;FLT1;NTRK3;KIT;NTF3;PRKCA
Protein Complex Oligomerization (GO:0051259),0.724108762,0.977286784,0.258140456,RNF135;KCNC3;HLA-DRB1
Protein Autophosphorylation (GO:0046777),0.724641536,0.977286784,0.265092746,ALK;SMG1;PAK1;FLT1;KIT
ATP Metabolic Process (GO:0046034),0.724731155,0.977286784,0.252413704,MYH3
Apoptotic Mitochondrial Changes (GO:0008637),0.724731155,0.977286784,0.252413704,IFIT2
Regulation Of Neuronal Synaptic Plasticity (GO:0048168),0.724731155,0.977286784,0.252413704,MCTP1
Cellular Response To Glucose Stimulus (GO:0071333),0.724731155,0.977286784,0.252413704,ZBTB20
Cellular Response To Hydrogen Peroxide (GO:0070301),0.724731155,0.977286784,0.252413704,MAP3K5
Response To Estrogen (GO:0043627),0.724731155,0.977286784,0.252413704,ESR1
Semaphorin-Plexin Signaling Pathway (GO:0071526),0.724731155,0.977286784,0.252413704,NELL1
Membrane Protein Proteolysis (GO:0033619),0.724731155,0.977286784,0.252413704,MBTPS2
Negative Regulation Of Ras Protein Signal Transduction (GO:0046580),0.724731155,0.977286784,0.252413704,ARHGAP44
Negative Regulation Of Interleukin-6 Production (GO:0032715),0.724731155,0.977286784,0.252413704,TLR4
Positive Regulation Of Carbohydrate Metabolic Process (GO:0045913),0.724731155,0.977286784,0.252413704,ZBTB20
Positive Regulation Of Organelle Organization (GO:0010638),0.724731155,0.977286784,0.252413704,ELAPOR1
Purine Nucleotide Metabolic Process (GO:0006163),0.724731155,0.977286784,0.252413704,FHIT
Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),0.724731155,0.977286784,0.252413704,CD226
Regulation Of Blood Circulation (GO:1903522),0.724731155,0.977286784,0.252413704,KCNMB2
Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),0.724731155,0.977286784,0.252413704,PPP3CB
B Cell Differentiation (GO:0030183),0.725068305,0.977286784,0.25195548,KIT;FNIP1
Skin Development (GO:0043588),0.725068305,0.977286784,0.25195548,CFLAR;ASPRV1
Neuropeptide Signaling Pathway (GO:0007218),0.725068305,0.977286784,0.25195548,CYSLTR2;RAPGEF2
Plasma Membrane Bounded Cell Projection Organization (GO:0120036),0.728343156,0.977750228,0.256049423,RASGRF1;DTNBP1;RAPGEF2;WDPCP
Nitrogen Compound Transport (GO:0071705),0.729586825,0.977750228,0.257838946,SLC13A3;SLC35F3;SLC22A1;SLC6A13;SLC38A4
Hemopoiesis (GO:0030097),0.73032432,0.977750228,0.24872837,KIT;RUNX2;RUNX1
Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412),0.732498572,0.977750228,0.240311317,RELN;PDZK1
Phospholipid Metabolic Process (GO:0006644),0.732498572,0.977750228,0.240311317,PLPPR5;PLBD1
Regulation Of Postsynaptic Membrane Potential (GO:0060078),0.734988541,0.977750228,0.23428315,GABRA2
Cellular Response To Amino Acid Stimulus (GO:0071230),0.734988541,0.977750228,0.23428315,RRAGC
Regulatory ncRNA Processing (GO:0070918),0.734988541,0.977750228,0.23428315,ZC3H7A
Response To Exogenous dsRNA (GO:0043330),0.734988541,0.977750228,0.23428315,IFIT1
Dendrite Morphogenesis (GO:0048813),0.734988541,0.977750228,0.23428315,CHRNA7
Response To Nutrient Levels (GO:0031667),0.734988541,0.977750228,0.23428315,UCP1
Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332),0.734988541,0.977750228,0.23428315,FHIT
Liver Development (GO:0001889),0.734988541,0.977750228,0.23428315,NF1
Macrophage Activation (GO:0042116),0.734988541,0.977750228,0.23428315,TLR4
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),0.734988541,0.977750228,0.23428315,SUSD2
One-Carbon Compound Transport (GO:0019755),0.734988541,0.977750228,0.23428315,SLC4A8
Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),0.734988541,0.977750228,0.23428315,NELL1
Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),0.734988541,0.977750228,0.23428315,MAP3K4
Regulation Of Axon Extension (GO:0030516),0.734988541,0.977750228,0.23428315,OLFM1
Regulation Of Cardiac Muscle Contraction (GO:0055117),0.734988541,0.977750228,0.23428315,RYR2
Sensory Perception Of Light Stimulus (GO:0050953),0.736429314,0.978392101,0.239681484,EFEMP1;BEST1;IMPG2
Protein Catabolic Process (GO:0030163),0.736429314,0.978392101,0.239681484,CTSK;OGA;CAPN3
Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),0.739757423,0.979916191,0.229264924,SLC24A4;RGS7
Regulation Of Actin Filament-Based Process (GO:0032970),0.739757423,0.979916191,0.229264924,ARHGAP44;PAK1
"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)",0.744864196,0.979916191,0.217712372,MYO6
Blood Vessel Diameter Maintenance (GO:0097746),0.744864196,0.979916191,0.217712372,KCNMB2
Regulation Of Receptor Internalization (GO:0002090),0.744864196,0.979916191,0.217712372,NTF3
Substrate Adhesion-Dependent Cell Spreading (GO:0034446),0.744864196,0.979916191,0.217712372,NELL1
Histone Deacetylation (GO:0016575),0.744864196,0.979916191,0.217712372,MSL3P1
Lytic Vacuole Organization (GO:0080171),0.744864196,0.979916191,0.217712372,TPCN2
Negative Regulation Of T Cell Proliferation (GO:0042130),0.744864196,0.979916191,0.217712372,HLA-DRB1
Negative Regulation Of Organelle Assembly (GO:1902116),0.744864196,0.979916191,0.217712372,ODF2L
Neural Crest Cell Migration (GO:0001755),0.744864196,0.979916191,0.217712372,NELL1
Protein Destabilization (GO:0031648),0.744864196,0.979916191,0.217712372,CAPN3
Cell-Cell Junction Assembly (GO:0007043),0.746847309,0.979916191,0.218781209,GJC1;PRKCA
Kidney Development (GO:0001822),0.746847309,0.979916191,0.218781209,PAX8;NF1
Negative Regulation Of Protein Binding (GO:0032091),0.746847309,0.979916191,0.218781209,IFIT1;IFIT2
Positive Regulation Of Inflammatory Response (GO:0050729),0.748310732,0.979916191,0.222621665,ADAM8;CD47;TLR4
Negative Regulation Of Catabolic Process (GO:0009895),0.753770735,0.979916191,0.208827474,ALK;NELL1
Positive Regulation Of Protein Localization To Nucleus (GO:1900182),0.753770735,0.979916191,0.208827474,TCF7L2;PPP3CB
Regulation Of Neuron Apoptotic Process (GO:0043523),0.754088845,0.979916191,0.214579757,BDNF;NTF3;NF1
Lysosomal Transport (GO:0007041),0.754088845,0.979916191,0.214579757,PXK;SPTBN5;ATG14
Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874),0.754088845,0.979916191,0.214579757,NOD2;MAP3K4;MAP3K5
DNA-templated Transcription (GO:0006351),0.754246133,0.979916191,0.226482259,NFAT5;MAF;RRAGC;PAX8;ZNF345;SOX5
Anterograde Trans-Synaptic Signaling (GO:0098916),0.754246133,0.979916191,0.226482259,GRIA1;KCNQ3;CACNA1B;HTR2A;SYN2;CACNA1E
Axonemal Dynein Complex Assembly (GO:0070286),0.754372308,0.979916191,0.202539521,TTC12
Regulation Of Ossification (GO:0030278),0.754372308,0.979916191,0.202539521,NELL1
Regulation Of p38MAPK Cascade (GO:1900744),0.754372308,0.979916191,0.202539521,MAP3K4
Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649),0.754372308,0.979916191,0.202539521,DMD
Synaptic Vesicle Cycle (GO:0099504),0.754372308,0.979916191,0.202539521,PCLO
Mitochondrion Disassembly (GO:0061726),0.754372308,0.979916191,0.202539521,CTSK
Muscle Cell Differentiation (GO:0042692),0.754372308,0.979916191,0.202539521,DMD
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),0.754372308,0.979916191,0.202539521,HMOX1
Positive Regulation Of Exocytosis (GO:0045921),0.754372308,0.979916191,0.202539521,UNC13D
Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427),0.754372308,0.979916191,0.202539521,KIT
Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894),0.754372308,0.979916191,0.202539521,KIT
Regulation Of Cellular Component Biogenesis (GO:0044087),0.754372308,0.979916191,0.202539521,RAPGEF2
Positive Regulation Of Intracellular Signal Transduction (GO:1902533),0.755203005,0.980143106,0.242300557,NFAT5;CD74;TCF7L2;FLT1;NTRK3;CHRNA7;NOD2;CFLAR;RELN;KIT;HMOX1;RAPGEF2;TRIM58;ADAM8;FNIP1;TLR4;HLA-DRB1
Cellular Component Assembly (GO:0022607),0.755506978,0.980143106,0.229817134,CD74;PCLO;CAPN3;DMD;MITF;ANK3;SHOC1;GRHL2
Positive Regulation Of Cytokine Production (GO:0001819),0.75613294,0.980332358,0.232755925,CCDC88B;CD74;IL7;HMOX1;CD226;NOD2;TIGIT;TLR4;RUNX1;HLA-DPA1
Brain Development (GO:0007420),0.757909163,0.980579366,0.218330005,EMX1;RELN;NF1;RAPGEF2;GRHL2
Cellular Response To Reactive Oxygen Species (GO:0034614),0.760530256,0.980579366,0.199373224,UCP1;MAP3K5
Protein Tetramerization (GO:0051262),0.760530256,0.980579366,0.199373224,KCNC3;HLA-DRB1
RNA 3'-End Processing (GO:0031123),0.763526538,0.980579366,0.188622762,CSTF3
Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339),0.763526538,0.980579366,0.188622762,PCDHGC3
Regulation Of Telomere Maintenance (GO:0032204),0.763526538,0.980579366,0.188622762,SMG1
Cellular Response To Type I Interferon (GO:0071357),0.763526538,0.980579366,0.188622762,IFIT1
Response To cAMP (GO:0051591),0.763526538,0.980579366,0.188622762,RAPGEF2
Response To Transforming Growth Factor Beta (GO:0071559),0.763526538,0.980579366,0.188622762,SOX5
Establishment Of Protein Localization To Plasma Membrane (GO:0061951),0.763526538,0.980579366,0.188622762,ANK3
Import Into Cell (GO:0098657),0.763526538,0.980579366,0.188622762,SLC6A13
Lymphocyte Proliferation (GO:0046651),0.763526538,0.980579366,0.188622762,PPP3CB
Positive Regulation Of Axonogenesis (GO:0050772),0.763526538,0.980579366,0.188622762,BDNF
Positive Regulation Of Bone Mineralization (GO:0030501),0.763526538,0.980579366,0.188622762,NELL1
Positive Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002702),0.763526538,0.980579366,0.188622762,NOD2
Gland Development (GO:0048732),0.767128466,0.980593871,0.190389997,PAX8;NF1
Negative Regulation Of Neuron Apoptotic Process (GO:0043524),0.767128466,0.980593871,0.190389997,BDNF;NTF3
Positive Regulation Of Developmental Process (GO:0051094),0.767937649,0.980593871,0.211174611,ALK;REST;RELN;MMRN2;ELAPOR2;TAPT1;SOX5
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),0.77121053,0.980593871,0.200919085,NTNG1;MMP24;PCDHGC3;LRRC4C;ICAM1
Regulation Of Mitochondrial Membrane Potential (GO:0051881),0.772340041,0.980593871,0.175837388,HEBP2
Anterograde Axonal Transport (GO:0008089),0.772340041,0.980593871,0.175837388,DTNBP1
Axonal Transport (GO:0098930),0.772340041,0.980593871,0.175837388,DTNBP1
Regulation Of Protein Tyrosine Kinase Activity (GO:0061097),0.772340041,0.980593871,0.175837388,RELN
Regulation Of Receptor-Mediated Endocytosis (GO:0048259),0.772340041,0.980593871,0.175837388,SGIP1
Digestive Tract Development (GO:0048565),0.772340041,0.980593871,0.175837388,KIT
Histone H4 Acetylation (GO:0043967),0.772340041,0.980593871,0.175837388,MSL3P1
Negative Regulation Of Lymphocyte Proliferation (GO:0050672),0.772340041,0.980593871,0.175837388,HLA-DRB1
Negative Regulation Of Protein Secretion (GO:0050709),0.772340041,0.980593871,0.175837388,REST
Odontogenesis (GO:0042476),0.772340041,0.980593871,0.175837388,AQP3
Positive Regulation Of Cytokinesis (GO:0032467),0.772340041,0.980593871,0.175837388,AURKC
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),0.772340041,0.980593871,0.175837388,ZBTB20
Defense Response To Gram-negative Bacterium (GO:0050829),0.773567994,0.980593871,0.181851206,TLR4;MPEG1
Negative Regulation Of Phosphorylation (GO:0042326),0.773567994,0.980593871,0.181851206,NTRK3;ATG14
Positive Regulation Of Neurogenesis (GO:0050769),0.773567994,0.980593871,0.181851206,CUX2;HAPLN1
Regulation Of BMP Signaling Pathway (GO:0030510),0.773567994,0.980593871,0.181851206,GPR155;ELAPOR2
Regulation Of Angiogenesis (GO:0045765),0.778669605,0.980593871,0.194773059,FLT1;CHRNA7;NF1;HMOX1;PRKCA;RUNX1
Regulation Of Intracellular Signal Transduction (GO:1902531),0.779328952,0.980593871,0.201068903,ARHGAP44;PEX5L;PAK1;DOCK3;RRAGC;NTRK3;CAPN3;ARHGAP27;SEZ6L
Wnt Signaling Pathway (GO:0016055),0.779851495,0.980593871,0.173731996,TCF7L2;USP34
Regulation Of Ras Protein Signal Transduction (GO:0046578),0.779851495,0.980593871,0.173731996,RASGRF1;EPS8L2
Regulation Of Glycolytic Process (GO:0006110),0.780825482,0.980593871,0.164073408,ZBTB20
Regulation Of Microtubule Polymerization (GO:0031113),0.780825482,0.980593871,0.164073408,PAK1
Cellular Response To Heat (GO:0034605),0.780825482,0.980593871,0.164073408,HMOX1
Endothelial Cell Migration (GO:0043542),0.780825482,0.980593871,0.164073408,NELL1
Water-Soluble Vitamin Metabolic Process (GO:0006767),0.780825482,0.980593871,0.164073408,MTHFS
mRNA 3'-End Processing (GO:0031124),0.780825482,0.980593871,0.164073408,CSTF3
Positive Regulation Of Catalytic Activity (GO:0043085),0.780825482,0.980593871,0.164073408,NOD2
Positive Regulation Of Monoatomic Ion Transport (GO:0043270),0.780825482,0.980593871,0.164073408,ANK3
Positive Regulation Of Stem Cell Population Maintenance (GO:1902459),0.780825482,0.980593871,0.164073408,REST
Protein Deacetylation (GO:0006476),0.780825482,0.980593871,0.164073408,MSL3P1
Protein Localization To Chromosome (GO:0034502),0.780825482,0.980593871,0.164073408,ESR1
Regulation Of Autophagosome Assembly (GO:2000785),0.780825482,0.980593871,0.164073408,ELAPOR1
Embryonic Organ Development (GO:0048568),0.785981649,0.980688043,0.166009114,COL27A1;KIT
Sphingolipid Biosynthetic Process (GO:0030148),0.785981649,0.980688043,0.166009114,ORMDL1;HACD4
Positive Regulation Of JNK Cascade (GO:0046330),0.785981649,0.980688043,0.166009114,NOD2;MAP3K5
Ras Protein Signal Transduction (GO:0007265),0.787936123,0.980688043,0.175910196,RASGRF1;NF1;RAPGEF2;EPS8L2
Extracellular Matrix Organization (GO:0030198),0.788069376,0.980688043,0.179848629,COL27A1;MMP24;CTSK;NF1;ADAM8
Regulation Of Dendrite Development (GO:0050773),0.788995056,0.980688043,0.153233521,ALK
Regulation Of Heart Rate By Cardiac Conduction (GO:0086091),0.788995056,0.980688043,0.153233521,CACNA2D1
Axoneme Assembly (GO:0035082),0.788995056,0.980688043,0.153233521,TTC12
Stem Cell Differentiation (GO:0048863),0.788995056,0.980688043,0.153233521,KIT
Visual System Development (GO:0150063),0.788995056,0.980688043,0.153233521,MAB21L1
Lymphocyte Migration (GO:0072676),0.788995056,0.980688043,0.153233521,ZAP70
Positive Regulation Of Ossification (GO:0045778),0.788995056,0.980688043,0.153233521,NELL1
Positive Regulation Of Viral Process (GO:0048524),0.788995056,0.980688043,0.153233521,IFIT1
Protein Deubiquitination (GO:0016579),0.791590571,0.980688043,0.166209711,USP14;USP9X;USP34
Regulation Of Innate Immune Response (GO:0045088),0.791961151,0.980688043,0.158660788,RNF135;ADAM8
Long-Chain Fatty Acid Metabolic Process (GO:0001676),0.791961151,0.980688043,0.158660788,FAAH2;CYP2E1
Proteolysis Involved In Protein Catabolic Process (GO:0051603),0.791961151,0.980688043,0.158660788,USP9X;CTSK
Regulation Of TOR Signaling (GO:0032006),0.791961151,0.980688043,0.158660788,RRAGC;FNIP1
Positive Regulation Of Protein Kinase Activity (GO:0045860),0.792394603,0.980688043,0.170518679,RELN;RAPGEF2;CACUL1;MAP3K5
Positive Regulation Of Cellular Component Organization (GO:0051130),0.796540022,0.980688043,0.160297826,RELN;FNIP1;RUNX1
Regulation Of Neurotransmitter Receptor Activity (GO:0099601),0.796860506,0.980688043,0.143231409,RELN
Regulation Of Osteoclast Differentiation (GO:0045670),0.796860506,0.980688043,0.143231409,TLR4
Cellular Response To Glucose Starvation (GO:0042149),0.796860506,0.980688043,0.143231409,ATG14
Embryonic Heart Tube Morphogenesis (GO:0003143),0.796860506,0.980688043,0.143231409,RYR2
Keratinocyte Differentiation (GO:0030216),0.796860506,0.980688043,0.143231409,CFLAR
Lysosome Localization (GO:0032418),0.796860506,0.980688043,0.143231409,KIT
Modulation By Host Of Symbiont Process (GO:0051851),0.796860506,0.980688043,0.143231409,REST
Monocyte Chemotaxis (GO:0002548),0.796860506,0.980688043,0.143231409,FLT1
Negative Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043124),0.796860506,0.980688043,0.143231409,ESR1
Organic Hydroxy Compound Biosynthetic Process (GO:1901617),0.796860506,0.980688043,0.143231409,OSBPL6
Positive Regulation Of Neuron Differentiation (GO:0045666),0.796860506,0.980688043,0.143231409,REST
Potassium Ion Import Across Plasma Membrane (GO:1990573),0.796860506,0.980688043,0.143231409,KCNJ6
Positive Regulation Of Endocytosis (GO:0045807),0.797792708,0.980688043,0.151666621,SGIP1;CD47
Dephosphorylation (GO:0016311),0.801085749,0.980688043,0.16023513,PPP3CB;PLPPR5;ALPL;PTPN12
Protein Glycosylation (GO:0006486),0.801085749,0.980688043,0.16023513,ST6GALNAC2;GALNT3;OGA;B3GALT5
Protein Modification By Small Protein Removal (GO:0070646),0.801390909,0.980688043,0.154605755,USP14;USP9X;USP34
Regulation Of Cytokinesis (GO:0032465),0.803479035,0.980688043,0.145007488,BIRC6;AURKC
Glycoprotein Biosynthetic Process (GO:0009101),0.803479035,0.980688043,0.145007488,ST6GALNAC2;B3GALT5
DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005),0.80443314,0.980688043,0.133990296,BOD1L1
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),0.80443314,0.980688043,0.133990296,ICAM1
SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146),0.80443314,0.980688043,0.133990296,FBXW4
Ephrin Receptor Signaling Pathway (GO:0048013),0.80443314,0.980688043,0.133990296,PAK1
Intracellular Glucose Homeostasis (GO:0001678),0.80443314,0.980688043,0.133990296,ZBTB20
Learning (GO:0007612),0.80443314,0.980688043,0.133990296,PPP3CB
Negative Regulation Of BMP Signaling Pathway (GO:0030514),0.80443314,0.980688043,0.133990296,GPR155
Positive Regulation Of Biomineral Tissue Development (GO:0070169),0.80443314,0.980688043,0.133990296,NELL1
Positive Regulation Of Cell Division (GO:0051781),0.80443314,0.980688043,0.133990296,AURKC
Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),0.80443314,0.980688043,0.133990296,NELL1
Regulation Of Cellular Component Size (GO:0032535),0.80443314,0.980688043,0.133990296,NEB
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),0.806772159,0.982861612,0.165982894,NELL1;INTU;AVIL;CFAP70;KIT;RAPGEF2;WDPCP;SNX10
Activation Of Protein Kinase Activity (GO:0032147),0.809022849,0.982861612,0.138665445,NTRK3;NTF3
Histone Modification (GO:0016570),0.809022849,0.982861612,0.138665445,MSL3P1;AURKC
Skeletal System Development (GO:0001501),0.809480217,0.982861612,0.150581817,COL27A1;CREB3L2;ALPL;SOX5
Bone Development (GO:0060348),0.811723843,0.982861612,0.125441719,MBTPS2
Lymphocyte Chemotaxis (GO:0048247),0.811723843,0.982861612,0.125441719,GPR183
Mitotic Spindle Assembly (GO:0090307),0.811723843,0.982861612,0.125441719,AURKC
Negative Regulation Of Immune System Process (GO:0002683),0.811723843,0.982861612,0.125441719,HMOX1
Nucleus Organization (GO:0006997),0.811723843,0.982861612,0.125441719,PITPNB
Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854),0.811723843,0.982861612,0.125441719,SMG1
Regulation Of Cell-Substrate Adhesion (GO:0010810),0.811723843,0.982861612,0.125441719,NF1
Phosphorylation (GO:0016310),0.811991939,0.982861612,0.167737264,ALK;SMG1;PXK;PRKCA;ATG14;AURKC;ZAP70;PPP3CB;PAK1;PRKG2;BIRC6;MAP4K3;MAP3K5
Cellular Response To Organic Substance (GO:0071310),0.814426867,0.984609063,0.132623648,NFAT5;UCP1
RNA Processing (GO:0006396),0.815225818,0.984609063,0.148144587,SRRM4;RRAGC;NOVA1;CSTF3;RBMS1
Protein Maturation (GO:0051604),0.815364312,0.984609063,0.13876234,PRSS37;ASPRV1;MBTPS2
Protein Processing (GO:0016485),0.815364312,0.984609063,0.13876234,IMMP2L;MYRFL;ASPRV1
Chromosome Organization (GO:0051276),0.818743099,0.985176422,0.11752448,TCF7L2
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),0.818743099,0.985176422,0.11752448,EFEMP1
Establishment Of Protein Localization To Extracellular Region (GO:0035592),0.818743099,0.985176422,0.11752448,RAB3C
Natural Killer Cell Activation (GO:0030101),0.818743099,0.985176422,0.11752448,ULBP1
Organic Hydroxy Compound Transport (GO:0015850),0.818743099,0.985176422,0.11752448,SLC22A1
Phosphate-Containing Compound Metabolic Process (GO:0006796),0.818868142,0.985176422,0.14409473,ALK;PPP3CB;PAK1;PLPPR5;ALPL
Regulation Of Epithelial To Mesenchymal Transition (GO:0010717),0.819693801,0.985176422,0.12686627,OLFM1;LDLRAD4
Vesicle-Mediated Transport To The Plasma Membrane (GO:0098876),0.819693801,0.985176422,0.12686627,ARFGEF2;RAB14
Regulation Of Interleukin-1 Beta Production (GO:0032651),0.824826355,0.988085019,0.121378437,NOD2;TLR4
Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),0.825501,0.988085019,0.110183749,PTPN12
Regulation Of mRNA Catabolic Process (GO:0061013),0.825501,0.988085019,0.110183749,PRKCA
Regulation Of Nervous System Development (GO:0051960),0.825501,0.988085019,0.110183749,ELAPOR2
Cardiac Conduction (GO:0061337),0.825501,0.988085019,0.110183749,CACNA2D1
Replication Fork Processing (GO:0031297),0.825501,0.988085019,0.110183749,BOD1L1
Vacuolar Transport (GO:0007034),0.825501,0.988085019,0.110183749,SPTBN5
Epithelium Development (GO:0060429),0.829205313,0.988879204,0.128948281,INTU;PAX8;WDPCP;GRHL2
Epidermis Development (GO:0008544),0.829827222,0.988879204,0.116146156,GRHL2;HLA-DRB1
Establishment Of Protein Localization To Organelle (GO:0072594),0.829827222,0.988879204,0.116146156,RYR2;LRRC7
mRNA Metabolic Process (GO:0016071),0.829827222,0.988879204,0.116146156,SRRM4;CSTF3
Positive Regulation Of Amide Metabolic Process (GO:0034250),0.829827222,0.988879204,0.116146156,CHRNA7;PRR16
Positive Regulation Of Endothelial Cell Migration (GO:0010595),0.829827222,0.988879204,0.116146156,NELL1;PRKCA
Positive Regulation Of Cell Differentiation (GO:0045597),0.830568058,0.988879204,0.139278081,OLFM1;NELL1;REST;PAX8;RAPGEF2;ADAM8;RUNX2;SOX5
Regulation Of Interleukin-2 Production (GO:0032663),0.832007267,0.988879204,0.103370295,RUNX1
Bicellular Tight Junction Assembly (GO:0070830),0.832007267,0.988879204,0.103370295,GRHL2
Epithelial To Mesenchymal Transition (GO:0001837),0.832007267,0.988879204,0.103370295,OLFM1
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),0.832007267,0.988879204,0.103370295,HMOX1
Exocytosis (GO:0006887),0.834699081,0.988879204,0.11115626,STX19;SYTL2
Negative Regulation Of Binding (GO:0051100),0.834699081,0.988879204,0.11115626,IFIT1;IFIT2
Supramolecular Fiber Organization (GO:0097435),0.835399176,0.988879204,0.135926127,CCDC88B;COL27A1;USP9X;AVIL;MYO6;NF1;CAPN3;PGM5;MYO1H
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),0.83679762,0.988879204,0.116003718,PRR16;NOD2;TLR4
Cellular Response To Mechanical Stimulus (GO:0071260),0.838271255,0.988879204,0.097039822,TLR4
Cellular Response To Radiation (GO:0071478),0.838271255,0.988879204,0.097039822,OPN5
Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),0.838271255,0.988879204,0.097039822,CCDC3
